"COD_MUN_IBGE","SIGLA_PARTIDO","DESCRICAO_SEXO","DESCRICAO_GRAU_INSTRUCAO"
"432170","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"430465","PP","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"432035","PMDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"354480","DEM","MASCULINO","SUPERIOR COMPLETO"
"431413","PRB","MASCULINO","SUPERIOR COMPLETO"
"430593","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"431390","PMDB","MASCULINO","SUPERIOR COMPLETO"
"430550","PMDB","MASCULINO","SUPERIOR COMPLETO"
"430005","PMDB","MASCULINO","SUPERIOR COMPLETO"
"432195","PDT","MASCULINO","SUPERIOR COMPLETO"
"432225","PP","MASCULINO","SUPERIOR COMPLETO"
"430471","PMDB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"430045","PP","MASCULINO","SUPERIOR COMPLETO"
"431162","PP","MASCULINO","SUPERIOR COMPLETO"
"430240","PPS","MASCULINO","SUPERIOR COMPLETO"
"430595","PP","MASCULINO","SUPERIOR COMPLETO"
"430370","PMDB","MASCULINO","SUPERIOR COMPLETO"
"431960","PP","MASCULINO","SUPERIOR COMPLETO"
"432375","PDT","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"431210","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"431123","PTB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"430580","PT","MASCULINO","SUPERIOR COMPLETO"
"430690","PP","MASCULINO","SUPERIOR COMPLETO"
"431365","PT","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"430805","PPS","MASCULINO","ENSINO MÉDIO COMPLETO"
"431810","PDT","MASCULINO","SUPERIOR COMPLETO"
"432143","PMDB","MASCULINO","SUPERIOR COMPLETO"
"432230","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"431531","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"430467","PDT","MASCULINO","SUPERIOR COMPLETO"
"431890","PP","MASCULINO","SUPERIOR COMPLETO"
"430060","PMDB","MASCULINO","SUPERIOR COMPLETO"
"431330","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"432234","PDT","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"355700","DEM","MASCULINO","SUPERIOR COMPLETO"
"431490","PSDB","MASCULINO","SUPERIOR COMPLETO"
"430675","PMDB","FEMININO","ENSINO MÉDIO COMPLETO"
"430650","PT","MASCULINO","SUPERIOR COMPLETO"
"431937","PP","MASCULINO","SUPERIOR COMPLETO"
"430210","PP","MASCULINO","SUPERIOR COMPLETO"
"353580","PV","MASCULINO","SUPERIOR COMPLETO"
"353340","PSDB","MASCULINO","SUPERIOR COMPLETO"
"431402","PDT","MASCULINO","SUPERIOR COMPLETO"
"432310","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"430965","PP","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"430560","PDT","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"430700","PSDB","MASCULINO","SUPERIOR COMPLETO"
"430180","PMDB","MASCULINO","SUPERIOR COMPLETO"
"431349","PP","MASCULINO","SUPERIOR COMPLETO"
"430860","PMDB","MASCULINO","SUPERIOR INCOMPLETO"
"431403","PDT","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"353730","PSDB","MASCULINO","SUPERIOR COMPLETO"
"431308","PSDB","MASCULINO","SUPERIOR COMPLETO"
"431043","PP","MASCULINO","SUPERIOR COMPLETO"
"431540","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"431805","PP","MASCULINO","SUPERIOR COMPLETO"
"430585","PP","MASCULINO","SUPERIOR COMPLETO"
"432377","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"431478","PMDB","MASCULINO","SUPERIOR INCOMPLETO"
"431050","PP","MASCULINO","SUPERIOR COMPLETO"
"430632","PMDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"432100","PMDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"430925","PP","MASCULINO","SUPERIOR COMPLETO"
"432237","PP","MASCULINO","SUPERIOR COMPLETO"
"430485","PRB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"431800","PP","MASCULINO","SUPERIOR COMPLETO"
"431335","PP","MASCULINO","SUPERIOR COMPLETO"
"431420","PMDB","MASCULINO","SUPERIOR COMPLETO"
"430462","PDT","MASCULINO","SUPERIOR COMPLETO"
"431446","PP","MASCULINO","SUPERIOR COMPLETO"
"431225","PP","MASCULINO","SUPERIOR COMPLETO"
"430710","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"430642","PT","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"354900","PSD","MASCULINO","SUPERIOR COMPLETO"
"430543","DEM","MASCULINO","SUPERIOR COMPLETO"
"431850","PSB","FEMININO","SUPERIOR COMPLETO"
"431580","PMDB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"431900","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"430010","PMDB","MASCULINO","SUPERIOR COMPLETO"
"353520","PR","MASCULINO","SUPERIOR COMPLETO"
"430905","PRB","MASCULINO","ENSINO MÉDIO COMPLETO"
"431090","PP","MASCULINO","SUPERIOR COMPLETO"
"432140","PDT","MASCULINO","SUPERIOR COMPLETO"
"430165","PDT","MASCULINO","SUPERIOR COMPLETO"
"430912","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"430495","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"431290","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"432060","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"432055","PDT","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"431550","PMDB","MASCULINO","SUPERIOR COMPLETO"
"430400","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"430440","PMDB","MASCULINO","SUPERIOR COMPLETO"
"353830","PMDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"355495","DEM","MASCULINO","SUPERIOR INCOMPLETO"
"431120","PSB","MASCULINO","SUPERIOR COMPLETO"
"430865","PP","MASCULINO","SUPERIOR COMPLETO"
"430537","PP","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"432040","PMDB","FEMININO","ENSINO MÉDIO COMPLETO"
"430003","PSDB","MASCULINO","SUPERIOR COMPLETO"
"431750","PDT","MASCULINO","SUPERIOR COMPLETO"
"432120","PTB","MASCULINO","SUPERIOR COMPLETO"
"430192","PTB","MASCULINO","SUPERIOR COMPLETO"
"431570","PTB","MASCULINO","SUPERIOR COMPLETO"
"431295","PMDB","MASCULINO","SUPERIOR INCOMPLETO"
"431595","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"430695","PMDB","MASCULINO","SUPERIOR INCOMPLETO"
"430800","PP","MASCULINO","SUPERIOR COMPLETO"
"432050","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"430222","PDT","MASCULINO","SUPERIOR COMPLETO"
"430220","PC do B","MASCULINO","SUPERIOR COMPLETO"
"430480","PMDB","MASCULINO","SUPERIOR COMPLETO"
"351030","PPS","MASCULINO","SUPERIOR COMPLETO"
"430995","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"432183","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"351015","PTB","MASCULINO","SUPERIOR INCOMPLETO"
"432150","PP","MASCULINO","SUPERIOR COMPLETO"
"355620","PMDB","MASCULINO","SUPERIOR COMPLETO"
"354260","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"351210","PTB","MASCULINO","SUPERIOR COMPLETO"
"350770","PTB","MASCULINO","SUPERIOR COMPLETO"
"352585","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"353657","PMDB","MASCULINO","SUPERIOR COMPLETO"
"430720","PSB","MASCULINO","SUPERIOR COMPLETO"
"351730","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"430781","PSB","FEMININO","ENSINO FUNDAMENTAL COMPLETO"
"431070","PT","FEMININO","SUPERIOR COMPLETO"
"430450","PMDB","MASCULINO","SUPERIOR COMPLETO"
"430030","PMDB","MASCULINO","SUPERIOR INCOMPLETO"
"430605","PSB","FEMININO","SUPERIOR COMPLETO"
"431710","PDT","MASCULINO","SUPERIOR INCOMPLETO"
"430810","PMDB","MASCULINO","SUPERIOR COMPLETO"
"432232","PMDB","FEMININO","SUPERIOR COMPLETO"
"430367","PP","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"431160","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"432380","PDT","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"430980","PT","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"431247","PTB","FEMININO","SUPERIOR COMPLETO"
"430090","PT","MASCULINO","SUPERIOR COMPLETO"
"431410","PSB","MASCULINO","SUPERIOR COMPLETO"
"431575","PMDB","MASCULINO","SUPERIOR INCOMPLETO"
"431760","PMDB","MASCULINO","SUPERIOR COMPLETO"
"430265","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"431265","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"430930","PTB","MASCULINO","SUPERIOR COMPLETO"
"430470","PMDB","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"430850","PMDB","MASCULINO","SUPERIOR COMPLETO"
"431517","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"430250","PP","MASCULINO","SUPERIOR COMPLETO"
"431514","PSDB","MASCULINO","SUPERIOR COMPLETO"
"431215","PSDB","MASCULINO","SUPERIOR COMPLETO"
"352500","PTB","MASCULINO","SUPERIOR COMPLETO"
"431442","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"431171","PSDB","FEMININO","SUPERIOR COMPLETO"
"432280","PMDB","MASCULINO","SUPERIOR COMPLETO"
"431455","PMDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"352200","PR","MASCULINO","SUPERIOR COMPLETO"
"355310","PMDB","FEMININO","SUPERIOR COMPLETO"
"431417","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"431440","PSDB","FEMININO","SUPERIOR COMPLETO"
"431695","PDT","FEMININO","ENSINO MÉDIO INCOMPLETO"
"431697","PDT","MASCULINO","SUPERIOR COMPLETO"
"430840","PMDB","MASCULINO","SUPERIOR COMPLETO"
"431775","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"430270","PT","MASCULINO","ENSINO MÉDIO COMPLETO"
"430055","PDT","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"430340","PDT","MASCULINO","SUPERIOR COMPLETO"
"430597","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"431971","PMDB","MASCULINO","SUPERIOR COMPLETO"
"432090","PMDB","MASCULINO","SUPERIOR COMPLETO"
"430200","PMDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"430520","PP","MASCULINO","SUPERIOR COMPLETO"
"430469","PMDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"431870","PT","MASCULINO","SUPERIOR COMPLETO"
"430225","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"432340","PPS","MASCULINO","SUPERIOR COMPLETO"
"431300","PDT","MASCULINO","SUPERIOR COMPLETO"
"430430","PMDB","MASCULINO","SUPERIOR COMPLETO"
"355465","PTB","MASCULINO","ENSINO MÉDIO COMPLETO"
"351492","PTB","MASCULINO","ENSINO MÉDIO COMPLETO"
"351907","PDT","MASCULINO","SUPERIOR COMPLETO"
"432147","PSDB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"430730","PSDB","MASCULINO","SUPERIOR COMPLETO"
"431333","PDT","MASCULINO","SUPERIOR COMPLETO"
"430770","PP","MASCULINO","SUPERIOR INCOMPLETO"
"431560","PT","MASCULINO","SUPERIOR COMPLETO"
"430544","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"430807","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"430160","PTB","MASCULINO","SUPERIOR COMPLETO"
"430940","PDT","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"431545","PMDB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"431673","PSB","FEMININO","ENSINO MÉDIO COMPLETO"
"431862","PT","MASCULINO","ENSINO MÉDIO COMPLETO"
"430970","PP","MASCULINO","SUPERIOR COMPLETO"
"431127","PP","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"431262","PMDB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"431670","PP","MASCULINO","SUPERIOR COMPLETO"
"431213","PDT","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"430110","PSB","MASCULINO","SUPERIOR COMPLETO"
"432350","PMDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"432000","PT","MASCULINO","SUPERIOR COMPLETO"
"431449","PDT","MASCULINO","SUPERIOR COMPLETO"
"430063","PDT","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"431844","PT","MASCULINO","SUPERIOR COMPLETO"
"431113","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"431845","PP","MASCULINO","SUPERIOR COMPLETO"
"431190","PT","MASCULINO","SUPERIOR COMPLETO"
"431930","PMDB","FEMININO","ENSINO MÉDIO COMPLETO"
"432220","PP","MASCULINO","SUPERIOR COMPLETO"
"431830","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"431344","PSB","MASCULINO","SUPERIOR COMPLETO"
"432290","PTB","MASCULINO","SUPERIOR COMPLETO"
"430697","PPS","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"431755","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"430435","PT","MASCULINO","SUPERIOR COMPLETO"
"432146","PDT","MASCULINO","SUPERIOR COMPLETO"
"431164","PMDB","MASCULINO","SUPERIOR INCOMPLETO"
"431940","PP","MASCULINO","SUPERIOR COMPLETO"
"431630","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"430155","PP","MASCULINO","SUPERIOR COMPLETO"
"430910","PDT","MASCULINO","SUPERIOR COMPLETO"
"430511","PT","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"431849","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"431400","PP","MASCULINO","SUPERIOR COMPLETO"
"430080","PMDB","MASCULINO","SUPERIOR INCOMPLETO"
"431085","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"431406","PP","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"431140","PP","MASCULINO","SUPERIOR COMPLETO"
"430057","PTB","MASCULINO","SUPERIOR COMPLETO"
"430461","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"431150","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"430355","PP","FEMININO","SUPERIOR COMPLETO"
"431020","PDT","MASCULINO","SUPERIOR COMPLETO"
"432085","DEM","MASCULINO","SUPERIOR COMPLETO"
"430420","PSB","MASCULINO","SUPERIOR COMPLETO"
"431033","PT","MASCULINO","SUPERIOR COMPLETO"
"431505","PP","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"430517","PMDB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"430950","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"431200","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"430975","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"431220","PT","FEMININO","SUPERIOR COMPLETO"
"431173","PT","MASCULINO","ENSINO MÉDIO COMPLETO"
"431477","PT","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"431030","PMDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"431660","PP","MASCULINO","SUPERIOR COMPLETO"
"432023","PSDB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"431820","PP","MASCULINO","SUPERIOR INCOMPLETO"
"432045","PMDB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"430190","PMDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"431720","PP","MASCULINO","SUPERIOR COMPLETO"
"430587","DEM","MASCULINO","SUPERIOR COMPLETO"
"351690","PR","MASCULINO","SUPERIOR COMPLETO"
"431530","SD","MASCULINO","SUPERIOR COMPLETO"
"431920","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"430790","PDT","MASCULINO","SUPERIOR COMPLETO"
"430468","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"432320","PDT","MASCULINO","SUPERIOR COMPLETO"
"430258","PP","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"431620","PP","MASCULINO","SUPERIOR COMPLETO"
"431250","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"430755","PMDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"431306","PP","MASCULINO","SUPERIOR INCOMPLETO"
"432335","PMDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"430783","PP","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"432166","PP","MASCULINO","SUPERIOR COMPLETO"
"432145","PSDB","MASCULINO","SUPERIOR INCOMPLETO"
"430915","PP","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"431950","PMDB","MASCULINO","SUPERIOR INCOMPLETO"
"431840","PSDB","MASCULINO","SUPERIOR COMPLETO"
"430750","PDT","MASCULINO","SUPERIOR COMPLETO"
"431340","PSDB","FEMININO","SUPERIOR COMPLETO"
"430693","PP","MASCULINO","SUPERIOR COMPLETO"
"431261","DEM","FEMININO","SUPERIOR COMPLETO"
"432235","PTB","MASCULINO","ENSINO MÉDIO COMPLETO"
"430900","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"431337","PT","FEMININO","SUPERIOR COMPLETO"
"430195","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"430843","PP","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"431725","PMDB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"430215","PSB","MASCULINO","SUPERIOR COMPLETO"
"432218","PSDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"431267","PMDB","MASCULINO","SUPERIOR COMPLETO"
"432255","PDT","MASCULINO","SUPERIOR COMPLETO"
"430890","PP","MASCULINO","SUPERIOR COMPLETO"
"431880","PDT","MASCULINO","SUPERIOR COMPLETO"
"431500","PDT","MASCULINO","SUPERIOR COMPLETO"
"430107","DEM","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"431170","PDT","MASCULINO","SUPERIOR COMPLETO"
"430245","PMDB","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"431057","DEM","MASCULINO","ENSINO MÉDIO COMPLETO"
"430960","PPS","MASCULINO","SUPERIOR COMPLETO"
"430745","PMDB","MASCULINO","SUPERIOR COMPLETO"
"431910","PP","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"430870","PDT","MASCULINO","SUPERIOR COMPLETO"
"431407","PTB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"430740","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"430040","PP","FEMININO","SUPERIOR COMPLETO"
"431520","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"432067","DEM","FEMININO","ENSINO MÉDIO COMPLETO"
"432070","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"431790","PMDB","MASCULINO","SUPERIOR COMPLETO"
"432065","PMDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"351330","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"432190","PTB","MASCULINO","SUPERIOR COMPLETO"
"430705","PDT","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"431180","PMDB","MASCULINO","SUPERIOR COMPLETO"
"430280","PDT","MASCULINO","SUPERIOR COMPLETO"
"432253","PP","MASCULINO","SUPERIOR INCOMPLETO"
"431515","PDT","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"430320","DEM","MASCULINO","SUPERIOR COMPLETO"
"430130","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"430410","PDT","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"351770","PSDB","MASCULINO","SUPERIOR COMPLETO"
"355510","DEM","MASCULINO","SUPERIOR COMPLETO"
"355520","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"430510","PRB","MASCULINO","SUPERIOR COMPLETO"
"430530","PDT","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"432032","PSDB","MASCULINO","SUPERIOR COMPLETO"
"431230","PTB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"431310","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"431179","PSDB","MASCULINO","SUPERIOR COMPLETO"
"431080","PP","FEMININO","SUPERIOR COMPLETO"
"430830","PT","MASCULINO","SUPERIOR INCOMPLETO"
"430235","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"430590","PSB","MASCULINO","SUPERIOR COMPLETO"
"430163","PTB","FEMININO","SUPERIOR COMPLETO"
"431010","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"430187","PSB","MASCULINO","SUPERIOR COMPLETO"
"431507","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"431238","PMDB","MASCULINO","SUPERIOR INCOMPLETO"
"431535","PMDB","MASCULINO","SUPERIOR COMPLETO"
"431700","PT","MASCULINO","ENSINO MÉDIO COMPLETO"
"432215","PMDB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"430610","PT","MASCULINO","SUPERIOR INCOMPLETO"
"430223","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"430760","PMDB","FEMININO","SUPERIOR COMPLETO"
"432252","PMDB","MASCULINO","SUPERIOR COMPLETO"
"431060","PP","MASCULINO","SUPERIOR COMPLETO"
"431245","PTB","MASCULINO","SUPERIOR COMPLETO"
"432370","PMDB","MASCULINO","SUPERIOR COMPLETO"
"431075","PP","MASCULINO","SUPERIOR COMPLETO"
"432270","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"430680","PSDB","MASCULINO","SUPERIOR COMPLETO"
"430545","PP","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"431046","PTB","MASCULINO","ENSINO MÉDIO COMPLETO"
"430990","PMDB","FEMININO","SUPERIOR COMPLETO"
"432162","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"431780","PMDB","MASCULINO","SUPERIOR COMPLETO"
"430150","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"430047","PDT","MASCULINO","SUPERIOR COMPLETO"
"431415","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"431454","PMDB","MASCULINO","SUPERIOR INCOMPLETO"
"430260","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"430645","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"432180","PT","MASCULINO","SUPERIOR COMPLETO"
"430070","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"431795","PMDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"431237","PP","MASCULINO","SUPERIOR COMPLETO"
"432300","PSDB","MASCULINO","SUPERIOR COMPLETO"
"430670","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"430490","PT","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"431846","PMDB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"430463","PTB","MASCULINO","SUPERIOR INCOMPLETO"
"432200","PSB","MASCULINO","SUPERIOR COMPLETO"
"431065","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"431115","PP","MASCULINO","SUPERIOR COMPLETO"
"430515","PDT","MASCULINO","SUPERIOR COMPLETO"
"432260","PSB","MASCULINO","SUPERIOR COMPLETO"
"430583","PMDB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"431642","PT","MASCULINO","ENSINO MÉDIO COMPLETO"
"432254","PT","MASCULINO","ENSINO MÉDIO COMPLETO"
"431244","PMDB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"431205","PTB","MASCULINO","ENSINO MÉDIO COMPLETO"
"430692","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"431198","PMDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"432080","PMDB","MASCULINO","SUPERIOR COMPLETO"
"351900","PV","MASCULINO","SUPERIOR COMPLETO"
"354105","PPS","MASCULINO","ENSINO MÉDIO COMPLETO"
"430360","PP","MASCULINO","SUPERIOR COMPLETO"
"431643","PP","MASCULINO","SUPERIOR COMPLETO"
"432135","PP","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"431370","PDT","MASCULINO","SUPERIOR COMPLETO"
"431040","PTB","MASCULINO","SUPERIOR COMPLETO"
"432240","PP","MASCULINO","SUPERIOR COMPLETO"
"430310","PSB","MASCULINO","SUPERIOR COMPLETO"
"110018","PSB","FEMININO","ENSINO MÉDIO COMPLETO"
"110005","PP","MASCULINO","SUPERIOR COMPLETO"
"110002","PMDB","MASCULINO","SUPERIOR COMPLETO"
"110140","DEM","MASCULINO","SUPERIOR INCOMPLETO"
"110170","PP","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"110004","PMDB","FEMININO","SUPERIOR COMPLETO"
"352400","PSD","MASCULINO","SUPERIOR COMPLETO"
"355365","PTB","MASCULINO","SUPERIOR COMPLETO"
"352050","PMDB","MASCULINO","SUPERIOR COMPLETO"
"110013","PHS","MASCULINO","ENSINO MÉDIO COMPLETO"
"110070","SD","MASCULINO","SUPERIOR COMPLETO"
"110010","PDT","MASCULINO","SUPERIOR COMPLETO"
"110033","PDT","MASCULINO","SUPERIOR COMPLETO"
"110150","PDT","FEMININO","ENSINO MÉDIO COMPLETO"
"110025","PSDB","MASCULINO","SUPERIOR COMPLETO"
"110050","PMDB","MASCULINO","SUPERIOR COMPLETO"
"110030","PMDB","FEMININO","ENSINO MÉDIO COMPLETO"
"110011","PSDB","MASCULINO","SUPERIOR INCOMPLETO"
"110060","DEM","MASCULINO","ENSINO MÉDIO COMPLETO"
"352850","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"350560","PPS","MASCULINO","ENSINO MÉDIO COMPLETO"
"350420","PSDB","MASCULINO","SUPERIOR COMPLETO"
"355535","DEM","MASCULINO","ENSINO MÉDIO COMPLETO"
"350050","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"353780","PSDB","MASCULINO","SUPERIOR COMPLETO"
"354075","PR","FEMININO","SUPERIOR COMPLETO"
"140010","PMDB","FEMININO","SUPERIOR COMPLETO"
"140060","PMDB","MASCULINO","SUPERIOR INCOMPLETO"
"140017","PSL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"352270","PTC","MASCULINO","SUPERIOR COMPLETO"
"350530","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"140047","PSD","MASCULINO","SUPERIOR COMPLETO"
"140028","PMDB","MASCULINO","SUPERIOR COMPLETO"
"140050","PROS","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"140005","PSD","MASCULINO","SUPERIOR INCOMPLETO"
"140070","PP","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"140020","PROS","FEMININO","SUPERIOR COMPLETO"
"140045","PRB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"420200","PSB","MASCULINO","SUPERIOR COMPLETO"
"420740","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"420650","PP","MASCULINO","SUPERIOR COMPLETO"
"421780","PSDB","MASCULINO","SUPERIOR COMPLETO"
